[[-5,0,0],{"type":"fight"}]
[[612,1484274477705],[30,612]]
[[613,1484274477762],[30,613]]
[[614,1484274477810],[30,614]]
[[615,1484274477864],[30,615]]
[[616,1484274477910],[30,616]]
[[617,1484274477957],[30,617],[3,60,1,7061]]
[[618,1484274478003],[30,618]]
[[619,1484274478058],[30,619]]
[[620,1484274478112],[30,620]]
[[621,1484274478158],[30,621]]
[[622,1484274478204],[30,622]]
[[623,1484274478261],[30,623]]
[[624,1484274478308],[30,624]]
[[625,1484274478354],[30,625],[9,"60_115",1,"129_2"]]
[[626,1484274478410],[30,626]]
[[627,1484274478454],[30,627]]
[[628,1484274478511],[30,628]]
[[629,1484274478559],[30,629]]
[[630,1484274478608],[30,630]]
[[631,1484274478656],[30,631],[9,"60_117",1,"129_2"]]
[[632,1484274478711],[30,632]]
[[633,1484274478755],[30,633]]
[[634,1484274478803],[30,634]]
[[635,1484274478859],[30,635]]
[[636,1484274478905],[30,636]]
[[637,1484274478962],[30,637],[9,"60_119",1,"129_2"]]
[[638,1484274479006],[30,638],[2,60,1]]
[[639,1484274479064],[30,639],[2,60,1]]
[[640,1484274479110],[30,640],[2,60,1]]
[[641,1484274479156],[30,641],[2,60,1],[9,"129_2_0",2,60],[9,"129_2_1",2,60]]
[[642,1484274479203],[30,642],[2,60,1]]
[[643,1484274479255],[30,643],[2,60,1],[9,"60_121",1,"129_2"]]
[[644,1484274479309],[30,644],[2,60,1]]
[[645,1484274479354],[30,645],[2,60,1]]
[[646,1484274479412],[30,646],[2,60,1]]
[[647,1484274479457],[30,647],[2,60,1],[9,"60_123",1,"129_2"]]
[[648,1484274479505],[30,648],[2,60,1]]
[[649,1484274479560],[30,649],[2,60,1]]
[[650,1484274479615],[30,650],[2,60,1]]
[[651,1484274479661],[30,651],[2,60,1]]
[[652,1484274479706],[30,652],[2,60,1],[9,"60_125",1,"129_2"]]
[[653,1484274479754],[30,653],[2,60,1]]
[[654,1484274479810],[30,654],[2,60,1]]
[[655,1484274479853],[30,655],[2,60,1]]
[[656,1484274479911],[30,656],[2,60,1]]
[[657,1484274479958],[30,657],[2,60,1]]
[[658,1484274480014],[30,658],[2,60,1]]
[[659,1484274480057],[30,659],[2,60,1]]
[[660,1484274480104],[30,660],[2,60,1]]
[[661,1484274480160],[30,661],[2,60,1]]
[[662,1484274480205],[30,662],[2,60,1]]
[[663,1484274480259],[30,663],[2,60,1]]
[[664,1484274480306],[30,664],[2,60,1]]
[[665,1484274480353],[30,665],[2,60,1]]
[[666,1484274480410],[30,666],[2,60,1]]
[[667,1484274480457],[30,667],[2,60,1]]
[[668,1484274480511],[30,668],[2,60,1]]
[[669,1484274480555],[30,669],[2,60,1]]
[[670,1484274480609],[30,670],[2,60,1]]
[[671,1484274480654],[30,671],[2,60,1]]
[[672,1484274480712],[30,672],[2,60,1]]
[[673,1484274480759],[30,673]]
[[674,1484274480805],[30,674]]
[[675,1484274480863],[30,675],[2,60,1]]
[[676,1484274480909],[30,676],[2,60,1]]
[[677,1484274480954],[30,677],[2,60,1]]
[[678,1484274481010],[30,678],[2,60,1]]
[[679,1484274481053],[30,679],[2,60,1]]
[[680,1484274481111],[30,680]]
[[681,1484274481157],[30,681]]
[[682,1484274481211],[30,682]]
[[683,1484274481258],[30,683]]
[[684,1484274481304],[30,684]]
[[685,1484274481358],[30,685],[2,60,1]]
[[686,1484274481412],[30,686],[2,60,1]]
[[687,1484274481455],[30,687],[3,60,1,7061]]
[[688,1484274481512],[30,688]]
[[689,1484274481560],[30,689]]
[[690,1484274481606],[30,690]]
[[691,1484274481653],[30,691]]
[[692,1484274481709],[30,692],[3,60,1,7061]]
[[693,1484274481753],[30,693]]
[[694,1484274481807],[30,694]]
[[695,1484274481862],[30,695]]
[[696,1484274481908],[30,696]]
[[697,1484274481954],[30,697]]
[[698,1484274482012],[30,698]]
[[699,1484274482058],[30,699],[3,60,1,7061]]
[[700,1484274482105],[30,700]]
[[701,1484274482163],[30,701]]
[[702,1484274482210],[30,702]]
[[703,1484274482256],[30,703]]
[[704,1484274482311],[30,704],[9,"60_127",1,"129_2"]]
[[705,1484274482354],[30,705],[3,60,1,7061]]
[[706,1484274482409],[30,706]]
[[707,1484274482454],[30,707]]
[[708,1484274482512],[30,708]]
[[709,1484274482556],[30,709]]
[[710,1484274482611],[30,710]]
[[711,1484274482656],[30,711],[3,60,1,7061]]
[[712,1484274482711],[30,712]]
[[713,1484274482756],[30,713]]
[[714,1484274482814],[30,714]]
[[715,1484274482860],[30,715]]
[[716,1484274482907],[30,716]]
[[717,1484274482953],[30,717],[3,60,1,7061]]
[[718,1484274483011],[30,718]]
[[719,1484274483057],[30,719]]
[[720,1484274483104],[30,720]]
[[721,1484274483160],[30,721]]
[[722,1484274483203],[30,722],[1,60,3]]
[[723,1484274483257],[30,723],[1,60,3]]
[[724,1484274483311],[30,724],[2,60,3]]
[[725,1484274483357],[30,725],[2,60,3]]
[[726,1484274483403],[30,726],[2,60,3]]
[[727,1484274483459],[30,727],[2,60,3]]
[[728,1484274483504],[30,728]]
[[729,1484274483559],[30,729],[3,60,3,7061]]
[[730,1484274483603],[30,730]]
[[731,1484274483658],[30,731]]
[[732,1484274483705],[30,732]]
[[733,1484274483759],[30,733]]
[[734,1484274483808],[30,734]]
[[735,1484274483854],[30,735],[3,60,3,7061]]
[[736,1484274483910],[30,736]]
[[737,1484274483956],[30,737]]
[[738,1484274484012],[30,738]]
[[739,1484274484056],[30,739]]
[[740,1484274484114],[30,740]]
[[741,1484274484159],[30,741]]
[[742,1484274484204],[30,742],[3,60,3,7061]]
[[743,1484274484261],[30,743]]
[[744,1484274484307],[30,744]]
[[745,1484274484362],[30,745]]
[[746,1484274484411],[30,746]]
[[747,1484274484455],[30,747]]
[[748,1484274484503],[30,748],[3,60,3,7061]]
[[749,1484274484559],[30,749]]
[[750,1484274484612],[30,750]]
[[751,1484274484662],[30,751],[9,"60_139",1,"117_2"],[9,"60_140",1,"117_2"]]
[[752,1484274484707],[30,752]]
[[753,1484274484761],[30,753]]
[[754,1484274484804],[30,754],[3,60,3,7061]]
[[755,1484274484858],[30,755]]
[[756,1484274484903],[30,756],[9,"60_141",1,"117_2"]]
[[757,1484274484962],[30,757],[9,"60_142",1,"117_2"]]
[[758,1484274485008],[30,758]]
[[759,1484274485054],[30,759]]
[[760,1484274485112],[30,760],[3,60,3,7061]]
[[761,1484274485159],[30,761]]
[[762,1484274485204],[30,762]]
[[763,1484274485255],[30,763]]
[[764,1484274485310],[30,764],[9,"60_143",1,"117_2"],[9,"60_144",1,"117_2"]]
[[765,1484274485354],[30,765]]
[[766,1484274485409],[30,766],[3,60,3,7061]]
[[767,1484274485454],[30,767]]
[[768,1484274485508],[30,768]]
[[769,1484274485553],[30,769],[9,"60_145",1,"117_2"]]
[[770,1484274485611],[30,770],[9,"60_146",1,"117_2"]]
[[771,1484274485657],[30,771]]
[[772,1484274485709],[30,772],[3,60,3,7061]]
[[773,1484274485753],[30,773]]
[[774,1484274485808],[30,774]]
[[775,1484274485855],[30,775]]
[[776,1484274485913],[30,776]]
[[777,1484274485960],[30,777]]
[[778,1484274486006],[30,778],[3,60,3,7061]]
[[779,1484274486059],[30,779]]
[[780,1484274486105],[30,780]]
[[781,1484274486160],[30,781]]
[[782,1484274486204],[30,782]]
[[783,1484274486260],[30,783]]
[[784,1484274486307],[30,784]]
[[785,1484274486360],[30,785]]
[[786,1484274486403],[30,786]]
[[787,1484274486459],[30,787]]
[[788,1484274486504],[30,788]]
[[789,1484274486557],[30,789]]
[[790,1484274486606],[30,790]]
[[791,1484274486660],[30,791]]
[[792,1484274486705],[30,792]]
[[793,1484274486762],[30,793]]
[[794,1484274486805],[30,794]]
[[795,1484274486858],[30,795],[1,60,1]]
[[796,1484274486913],[30,796],[1,60,1]]
[[797,1484274486958],[30,797],[2,60,1]]
[[798,1484274487005],[30,798],[2,60,1]]
[[799,1484274487063],[30,799],[2,60,1]]
[[800,1484274487108],[30,800],[2,60,1]]
[[801,1484274487164],[30,801],[2,60,1]]
[[802,1484274487207],[30,802],[2,60,1]]
[[803,1484274487264],[30,803],[2,60,1]]
[[804,1484274487307],[30,804],[2,60,1]]
[[805,1484274487353],[30,805],[2,60,1]]
[[806,1484274487411],[30,806],[2,60,1]]
[[807,1484274487458],[30,807],[2,60,1]]
[[808,1484274487504],[30,808],[2,60,1]]
[[809,1484274487562],[30,809]]
[[810,1484274487608],[30,810]]
[[811,1484274487661],[30,811],[2,60,1]]
[[812,1484274487705],[30,812],[2,60,1]]
[[813,1484274487758],[30,813],[2,60,1]]
[[814,1484274487806],[30,814],[2,60,1]]
[[815,1484274487859],[30,815],[2,60,1]]
[[816,1484274487913],[30,816],[2,60,1]]
[[817,1484274487957],[30,817],[2,60,1]]
[[818,1484274488004],[30,818],[2,60,1],[3,60,1,7061]]
[[819,1484274488061],[30,819],[2,60,1]]
[[820,1484274488108],[30,820],[2,60,1]]
[[821,1484274488161],[30,821],[2,60,1]]
[[822,1484274488203],[30,822],[2,60,1],[9,"60_157",1,"128_3"]]
[[823,1484274488259],[30,823],[2,60,1],[3,60,1,7061]]
[[824,1484274488312],[30,824],[2,60,1]]
[[825,1484274488356],[30,825],[2,60,1],[24,"3_30001_0",60]]
[[826,1484274488411],[30,826],[2,60,1]]
[[827,1484274488454],[30,827],[2,60,1]]
[[828,1484274488509],[30,828]]
[[829,1484274488555],[30,829],[2,60,1],[10,"123_3_0",2,"6_4"],[3,60,1,7061]]
[[830,1484274488607],[30,830]]
[[831,1484274488653],[30,831],[2,60,1],[16,"6000_0","117_3"],[16,"6000_0","118_3"],[16,"6000_0","123_3"],[16,"6000_0","129_3"]]
[[832,1484274488705],[30,832],[2,60,1]]
[[833,1484274488762],[30,833],[2,60,1]]
[[834,1484274488807],[30,834]]
[[835,1484274488863],[30,835],[2,60,1],[3,60,1,7061]]
[[836,1484274488909],[30,836],[9,"129_3_0",2,60]]
[[837,1484274488955],[30,837]]
[[838,1484274489013],[30,838]]
[[839,1484274489060],[30,839]]
[[840,1484274489103],[30,840],[1,60,3],[3,60,1,7061]]
[[841,1484274489160],[30,841],[1,60,3],[2,60,3]]
[[842,1484274489205],[30,842]]
[[843,1484274489258],[30,843],[2,60,3]]
[[844,1484274489303],[30,844],[2,60,3]]
[[845,1484274489360],[30,845],[2,60,3]]
[[846,1484274489409],[30,846],[3,60,3,7061]]
[[847,1484274489454],[30,847]]
[[848,1484274489510],[30,848]]
[[849,1484274489554],[30,849],[9,"117_3_0",2,60]]
[[850,1484274489609],[30,850]]
[[851,1484274489657],[30,851]]
[[852,1484274489710],[30,852],[3,60,3,7061]]
[[853,1484274489756],[30,853]]
[[854,1484274489810],[30,854]]
[[855,1484274489853],[30,855]]
[[856,1484274489912],[30,856]]
[[857,1484274489958],[30,857]]
[[858,1484274490012],[30,858],[3,60,3,7061]]
[[859,1484274490058],[30,859],[9,"60_165",1,"123_3"],[9,"60_166",1,"123_3"]]
[[860,1484274490103],[30,860]]
[[861,1484274490158],[30,861]]
[[862,1484274490212],[30,862]]
[[863,1484274490255],[30,863]]
[[864,1484274490313],[30,864],[9,"60_167",1,"123_3"],[3,60,3,7061],[9,"60_168",1,"123_3"]]
[[865,1484274490355],[30,865]]
[[866,1484274490410],[30,866]]
[[867,1484274490463],[30,867]]
[[868,1484274490511],[30,868]]
[[869,1484274490557],[30,869],[9,"60_169",1,"123_3"]]
[[870,1484274490604],[30,870],[9,"60_170",1,"123_3"],[3,60,3,7061]]
[[871,1484274490660],[30,871]]
[[872,1484274490704],[30,872]]
[[873,1484274490761],[30,873]]
[[874,1484274490804],[30,874]]
[[875,1484274490859],[30,875]]
[[876,1484274490906],[30,876],[3,60,3,7061]]
[[877,1484274490961],[30,877]]
[[878,1484274491005],[30,878]]
[[879,1484274491058],[30,879]]
[[880,1484274491111],[30,880]]
[[881,1484274491158],[30,881]]
[[882,1484274491204],[30,882],[3,60,3,7061]]
[[883,1484274491261],[30,883]]
[[884,1484274491306],[30,884]]
[[885,1484274491363],[30,885]]
[[886,1484274491410],[30,886]]
[[887,1484274491453],[30,887]]
[[888,1484274491509],[30,888],[3,60,3,7061]]
[[889,1484274491556],[30,889]]
[[890,1484274491614],[30,890]]
[[891,1484274491660],[30,891]]
[[892,1484274491707],[30,892]]
[[893,1484274491753],[30,893]]
[[894,1484274491809],[30,894],[9,"60_171",1,"117_3"],[3,60,3,7061]]
[[895,1484274491858],[30,895],[9,"60_172",1,"117_3"]]
[[896,1484274491904],[30,896]]
[[897,1484274491962],[30,897]]
[[898,1484274492007],[30,898]]
[[899,1484274492059],[30,899]]
[[900,1484274492106],[30,900],[9,"60_173",1,"117_3"]]
[[901,1484274492159],[30,901],[9,"60_174",1,"117_3"]]
[[902,1484274492206],[30,902]]
[[903,1484274492260],[30,903]]
[[904,1484274492305],[30,904]]
[[905,1484274492362],[30,905]]
[[906,1484274492408],[30,906]]
[[907,1484274492464],[30,907],[9,"60_175",1,"117_3"],[9,"60_176",1,"117_3"]]
[[908,1484274492509],[30,908]]
[[909,1484274492554],[30,909]]
[[910,1484274492612],[30,910]]
[[911,1484274492659],[30,911]]
[[912,1484274492705],[30,912]]
[[913,1484274492760],[30,913]]
[[914,1484274492804],[30,914]]
[[915,1484274492859],[30,915]]
[[916,1484274492903],[30,916]]
[[917,1484274492961],[30,917]]
[[918,1484274493007],[30,918]]
[[919,1484274493053],[30,919]]
[[920,1484274493111],[30,920]]
[[921,1484274493158],[30,921]]
[[922,1484274493204],[30,922]]
[[923,1484274493262],[30,923]]
[[924,1484274493309],[30,924]]
[[925,1484274493355],[30,925]]
[[926,1484274493413],[30,926]]
[[927,1484274493460],[30,927]]
[[928,1484274493509],[30,928]]
[[929,1484274493554],[30,929]]
[[930,1484274493614],[30,930]]
[[931,1484274493657],[30,931]]
[[932,1484274493704],[30,932]]
[[933,1484274493762],[30,933]]
[[934,1484274493808],[30,934]]
[[935,1484274493855],[30,935]]
