[[-5,0,0],{"type":"fight"}]
[[821,1484274271607],[30,821]]
[[822,1484274271654],[30,822]]
[[823,1484274271711],[30,823]]
[[824,1484274271755],[30,824]]
[[825,1484274271807],[30,825]]
[[826,1484274271863],[30,826]]
[[827,1484274271909],[30,827]]
[[828,1484274271956],[30,828]]
[[829,1484274272002],[30,829]]
[[830,1484274272058],[30,830]]
[[831,1484274272103],[30,831]]
[[832,1484274272158],[30,832]]
[[833,1484274272204],[30,833]]
[[834,1484274272263],[30,834]]
[[835,1484274272311],[30,835]]
[[836,1484274272354],[30,836]]
[[837,1484274272404],[30,837]]
[[838,1484274272463],[30,838]]
[[839,1484274272506],[30,839]]
[[840,1484274272553],[30,840]]
[[841,1484274272607],[30,841]]
[[842,1484274272652],[30,842]]
[[843,1484274272706],[30,843]]
[[844,1484274272761],[30,844]]
[[845,1484274272809],[30,845]]
[[846,1484274272860],[30,846]]
[[847,1484274272907],[30,847]]
[[848,1484274272953],[30,848]]
[[849,1484274273010],[30,849]]
[[850,1484274273054],[30,850]]
[[851,1484274273113],[30,851]]
[[852,1484274273155],[30,852]]
[[853,1484274273209],[30,853]]
[[854,1484274273256],[30,854]]
[[855,1484274273316],[30,855]]
[[856,1484274273358],[30,856]]
[[857,1484274273404],[30,857]]
[[858,1484274273460],[30,858]]
[[859,1484274273504],[30,859]]
[[860,1484274273558],[30,860]]
[[861,1484274273604],[30,861]]
[[862,1484274273659],[30,862]]
[[863,1484274273702],[30,863]]
[[864,1484274273758],[30,864]]
[[865,1484274273806],[30,865]]
[[866,1484274273857],[30,866]]
[[867,1484274273904],[30,867]]
[[868,1484274273959],[30,868]]
[[869,1484274274009],[30,869]]
[[870,1484274274055],[30,870]]
[[871,1484274274104],[30,871]]
[[872,1484274274159],[30,872]]
[[873,1484274274206],[30,873]]
[[874,1484274274255],[30,874]]
[[875,1484274274311],[30,875]]
[[876,1484274274356],[30,876]]
[[877,1484274274412],[30,877]]
[[878,1484274274455],[30,878]]
[[879,1484274274510],[30,879]]
[[880,1484274274553],[30,880]]
[[881,1484274274612],[30,881]]
[[882,1484274274654],[30,882]]
[[883,1484274274711],[30,883]]
[[884,1484274274754],[30,884]]
[[885,1484274274812],[30,885]]
[[886,1484274274858],[30,886]]
[[887,1484274274905],[30,887]]
[[888,1484274274962],[30,888]]
[[889,1484274275008],[30,889]]
[[890,1484274275062],[30,890]]
[[891,1484274275105],[30,891]]
[[892,1484274275175],[30,892]]
[[893,1484274275209],[30,893]]
[[894,1484274275256],[30,894]]
[[895,1484274275321],[30,895]]
[[896,1484274275353],[30,896]]
[[897,1484274275412],[30,897]]
[[898,1484274275457],[30,898]]
[[899,1484274275512],[30,899]]
[[900,1484274275559],[30,900]]
[[901,1484274275605],[30,901]]
[[902,1484274275662],[30,902]]
[[903,1484274275707],[30,903]]
[[904,1484274275755],[30,904]]
[[905,1484274275809],[30,905]]
[[906,1484274275852],[30,906]]
[[907,1484274275906],[30,907]]
[[908,1484274275960],[30,908]]
[[909,1484274276003],[30,909]]
[[910,1484274276059],[30,910]]
[[911,1484274276112],[30,911]]
[[912,1484274276155],[30,912]]
[[913,1484274276209],[30,913]]
[[914,1484274276256],[30,914]]
[[915,1484274276312],[30,915]]
[[916,1484274276356],[30,916]]
[[917,1484274276402],[30,917]]
[[918,1484274276460],[30,918]]
[[919,1484274276508],[30,919]]
[[920,1484274276554],[30,920]]
[[921,1484274276611],[30,921]]
[[922,1484274276658],[30,922]]
[[923,1484274276704],[30,923]]
[[924,1484274276759],[30,924]]
[[925,1484274276806],[30,925]]
[[926,1484274276855],[30,926]]
[[927,1484274276902],[30,927]]
[[928,1484274276960],[30,928]]
[[929,1484274277006],[30,929]]
[[930,1484274277062],[30,930]]
[[931,1484274277107],[30,931]]
[[932,1484274277156],[30,932]]
[[933,1484274277203],[30,933]]
[[934,1484274277261],[30,934]]
[[935,1484274277308],[30,935]]
[[936,1484274277354],[30,936]]
[[937,1484274277410],[30,937]]
[[938,1484274277456],[30,938]]
[[939,1484274277511],[30,939]]
[[940,1484274277556],[30,940]]
[[941,1484274277611],[30,941]]
[[942,1484274277656],[30,942]]
[[943,1484274277703],[30,943]]
[[944,1484274277761],[30,944]]
[[945,1484274277808],[30,945]]
[[946,1484274277854],[30,946]]
[[947,1484274277912],[30,947]]
[[948,1484274277958],[30,948]]
[[949,1484274278004],[30,949]]
[[950,1484274278057],[30,950]]
[[951,1484274278103],[30,951]]
[[952,1484274278155],[30,952]]
[[953,1484274278202],[30,953]]
[[954,1484274278259],[30,954]]
[[955,1484274278305],[30,955]]
[[956,1484274278352],[30,956]]
[[957,1484274278411],[30,957]]
[[958,1484274278457],[30,958]]
[[959,1484274278504],[30,959]]
[[960,1484274278562],[30,960]]
[[961,1484274278606],[30,961]]
[[962,1484274278660],[30,962]]
[[963,1484274278707],[30,963]]
[[964,1484274278763],[30,964]]
[[965,1484274278812],[30,965]]
[[966,1484274278858],[30,966]]
[[967,1484274278904],[30,967]]
[[968,1484274278953],[30,968]]
[[969,1484274279012],[30,969]]
[[970,1484274279056],[30,970]]
[[971,1484274279111],[30,971]]
[[972,1484274279158],[30,972]]
[[973,1484274279203],[30,973]]
[[974,1484274279259],[30,974]]
[[975,1484274279305],[30,975]]
[[976,1484274279363],[30,976]]
[[977,1484274279409],[30,977]]
[[978,1484274279456],[30,978]]
[[979,1484274279502],[30,979]]
[[980,1484274279560],[30,980]]
[[981,1484274279607],[30,981]]
[[982,1484274279652],[30,982]]
[[983,1484274279711],[30,983]]
[[984,1484274279757],[30,984]]
[[985,1484274279804],[30,985]]
[[986,1484274279862],[30,986]]
[[987,1484274279908],[30,987]]
[[988,1484274279955],[30,988]]
[[989,1484274280013],[30,989]]
[[990,1484274280057],[30,990]]
[[991,1484274280113],[30,991]]
[[992,1484274280160],[30,992]]
[[993,1484274280209],[30,993]]
[[994,1484274280256],[30,994]]
[[995,1484274280312],[30,995]]
[[996,1484274280359],[30,996]]
[[997,1484274280405],[30,997]]
[[998,1484274280454],[30,998]]
[[999,1484274280509],[30,999]]
[[1000,1484274280557],[30,1000]]
[[1001,1484274280603],[30,1001]]
[[1002,1484274280657],[30,1002]]
[[1003,1484274280702],[30,1003]]
[[1004,1484274280762],[30,1004]]
[[1005,1484274280809],[30,1005]]
[[1006,1484274280854],[30,1006]]
[[1007,1484274280910],[30,1007]]
[[1008,1484274280953],[30,1008]]
[[1009,1484274281011],[30,1009]]
[[1010,1484274281058],[30,1010]]
[[1011,1484274281104],[30,1011]]
[[1012,1484274281162],[30,1012]]
[[1013,1484274281209],[30,1013]]
[[1014,1484274281256],[30,1014]]
[[1015,1484274281302],[30,1015]]
[[1016,1484274281360],[30,1016]]
[[1017,1484274281407],[30,1017]]
[[1018,1484274281453],[30,1018]]
[[1019,1484274281511],[30,1019]]
[[1020,1484274281557],[30,1020]]
[[1021,1484274281603],[30,1021]]
[[1022,1484274281660],[30,1022]]
[[1023,1484274281704],[30,1023]]
[[1024,1484274281758],[30,1024]]
[[1025,1484274281803],[30,1025]]
[[1026,1484274281859],[30,1026]]
[[1027,1484274281903],[30,1027]]
[[1028,1484274281959],[30,1028]]
[[1029,1484274282002],[30,1029]]
[[1030,1484274282056],[30,1030]]
[[1031,1484274282108],[30,1031]]
[[1032,1484274282153],[30,1032]]
[[1033,1484274282208],[30,1033]]
[[1034,1484274282254],[30,1034]]
[[1035,1484274282312],[30,1035]]
[[1036,1484274282358],[30,1036]]
[[1037,1484274282405],[30,1037]]
[[1038,1484274282463],[30,1038]]
[[1039,1484274282506],[30,1039]]
[[1040,1484274282553],[30,1040]]
[[1041,1484274282609],[30,1041]]
[[1042,1484274282653],[30,1042]]
[[1043,1484274282710],[30,1043]]
[[1044,1484274282757],[30,1044]]
[[1045,1484274282811],[30,1045]]
[[1046,1484274282855],[30,1046]]
[[1047,1484274282909],[30,1047]]
[[1048,1484274282958],[30,1048]]
[[1049,1484274283011],[30,1049]]
[[1050,1484274283055],[30,1050]]
[[1051,1484274283113],[30,1051]]
[[1052,1484274283159],[30,1052]]
[[1053,1484274283206],[30,1053]]
[[1054,1484274283252],[30,1054]]
[[1055,1484274283310],[30,1055]]
[[1056,1484274283357],[30,1056]]
[[1057,1484274283403],[30,1057]]
[[1058,1484274283461],[30,1058]]
[[1059,1484274283508],[30,1059]]
[[1060,1484274283554],[30,1060]]
[[1061,1484274283612],[30,1061]]
[[1062,1484274283658],[30,1062]]
[[1063,1484274283705],[30,1063]]
[[1064,1484274283760],[30,1064]]
[[1065,1484274283808],[30,1065]]
[[1066,1484274283859],[30,1066]]
[[1067,1484274283902],[30,1067]]
[[1068,1484274283960],[30,1068]]
[[1069,1484274284007],[30,1069]]
[[1070,1484274284053],[30,1070]]
[[1071,1484274284111],[30,1071]]
[[1072,1484274284158],[30,1072]]
[[1073,1484274284202],[30,1073]]
[[1074,1484274284254],[30,1074]]
[[1075,1484274284309],[30,1075]]
[[1076,1484274284355],[30,1076]]
[[1077,1484274284412],[30,1077]]
[[1078,1484274284456],[30,1078]]
[[1079,1484274284509],[30,1079]]
[[1080,1484274284552],[30,1080]]
[[1081,1484274284610],[30,1081]]
[[1082,1484274284657],[30,1082]]
[[1083,1484274284703],[30,1083]]
[[1084,1484274284761],[30,1084]]
